Артикул;Название;Цена;Наличие;Бренд;Ширина;Профиль;Диаметр;Фото
009349;"Michelin 120/60 ZR 17 M/C (55W) ROAD 6 F TL DOT22";165;"В наличии";Michelin;120;60;17;https://motokolesa.by/images/products/727_166d39fe8babd198f4d19681902e0899.pim_largepreview
854437;"Michelin 120/65 ZR 17 M/C (56W) PILOT POWER 2CT F TL";159;"Под заказ";Michelin;120;65;17;https://motokolesa.by/images/products/718_0b8d352a596d44ba3d67f5f2c5510dc6.pim_largepreview
706533;"Michelin 120/70 - 10 M/C 54L REINF CITY GRIP 2 R TL";55;"Под заказ";Michelin;120;70;10;https://motokolesa.by/images/products/1059_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
938947;"Michelin 120/70 - 11 M/C 56L REINF CITY GRIP 2  TL";63;"Под заказ";Michelin;120;70;11;https://motokolesa.by/images/products/1060_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
057023;"Michelin 120/70 - 12 51L BOPPER TL/TT";60;"Под заказ";Michelin;120;70;12;https://motokolesa.by/images/products/1119_ba8e5cb0b3518ac6a54607f2aa4f851e.pim_largepreview
101866;"Michelin 120/70 - 12 51P POWER PURE SC TL";71;"Под заказ";Michelin;120;70;12;https://motokolesa.by/images/products/1140_c6e919e21715d1bbc47f7d478bc8ad4d.pim_largepreview
614566;"Michelin 120/70 - 12 58P REINF POWER PURE SC TL";72;"Под заказ";Michelin;120;70;12;https://motokolesa.by/images/products/1141_c6e919e21715d1bbc47f7d478bc8ad4d.pim_largepreview
428596;"Michelin 120/70 - 12 M/C 51S CITY GRIP 2 F TL";72;"Под заказ";Michelin;120;70;12;https://motokolesa.by/images/products/1069_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
484379;"Michelin 120/70 - 12 M/C 58P REINF CITY EXTRA  TL";70;"Под заказ";Michelin;120;70;12;https://motokolesa.by/images/products/969_9d60d9a6c1f822bd65d557c341d0918d.pim_largepreview
183833;"Michelin 120/70 - 12 M/C 58S REINF CITY GRIP 2  TL";74;"Под заказ";Michelin;120;70;12;https://motokolesa.by/images/products/1070_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
593317;"Michelin 120/70 - 12 M/C 58S REINF CITY GRIP SAVER  TL/TT";78;"Под заказ";Michelin;120;70;12;https://motokolesa.by/images/products/1051_8e35bac14cc2eb07b893b402bf33d8ea.pim_largepreview
424346;"Michelin 120/70 - 13 M/C 53P POWER PURE SC F TL";71;"Под заказ";Michelin;120;70;13;https://motokolesa.by/images/products/1131_c6e919e21715d1bbc47f7d478bc8ad4d.pim_largepreview
211317;"Michelin 120/70 - 13 M/C 53S CITY EXTRA  TL";70;"Под заказ";Michelin;120;70;13;https://motokolesa.by/images/products/970_9d60d9a6c1f822bd65d557c341d0918d.pim_largepreview
686453;"Michelin 120/70 - 13 M/C 53S CITY GRIP 2 F TL";74;"Под заказ";Michelin;120;70;13;https://motokolesa.by/images/products/1071_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
996576;"Michelin 120/70 - 14 M/C 55P CITY GRIP F TL";87;"Под заказ";Michelin;120;70;14;https://motokolesa.by/images/products/1098_7ed74d604a5ef8a4f197a10c5d6b4a6e.pim_largepreview
003956;"Michelin 120/70 - 14 M/C 61P REINF ANAKEE STREET  TL";75;"Под заказ";Michelin;120;70;14;https://motokolesa.by/images/products/921_18b7fb1380668bebc065b76311a246ed.pim_largepreview
733128;"Michelin 120/70 - 14 M/C 61P REINF CITY GRIP R TL/TT";89;"Под заказ";Michelin;120;70;14;https://motokolesa.by/images/products/1100_7ed74d604a5ef8a4f197a10c5d6b4a6e.pim_largepreview
627902;"Michelin 120/70 - 14 M/C 61S REINF CITY GRIP 2  TL";89;"Под заказ";Michelin;120;70;14;https://motokolesa.by/images/products/1072_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
062321;"Michelin 120/70 - 15 M/C 56P CITY GRIP 2 F TL";89;"Под заказ";Michelin;120;70;15;https://motokolesa.by/images/products/1074_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
624880;"Michelin 120/70 - 15 M/C 56S CITY GRIP 2 F TL";89;"В наличии";Michelin;120;70;15;https://motokolesa.by/images/products/1073_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
888685;"Michelin 120/70 - 15 M/C 56S POWER PURE SC F TL";87;"Под заказ";Michelin;120;70;15;https://motokolesa.by/images/products/1133_c6e919e21715d1bbc47f7d478bc8ad4d.pim_largepreview
017030;"Michelin 120/70 - 16 M/C 57S CITY GRIP 2 F TL";108;"Под заказ";Michelin;120;70;16;https://motokolesa.by/images/products/1075_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
744651;"Michelin 120/70 - 17 M/C 58S PILOT STREET TL";124;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/938_90df7a3d4b2d408ef4de574350298203.pim_largepreview
382734;"Michelin 120/70 B 21 M/C 68H REINF COMMANDER III TRNG F TL/TT";271;"Под заказ";Michelin;120;70;21;https://motokolesa.by/images/products/788_49e7f7f41b69b7b0fb2a4105ccbdf2e8.pim_largepreview
817220;"Michelin 120/70 R 14 M/C 55H PILOT POWER 3 SCOOTER F TL";150;"Под заказ";Michelin;120;70;14;https://motokolesa.by
171295;"Michelin 120/70 R 15 M/C 56H PILOT POWER 3 SCOOTER F TL";147;"Под заказ";Michelin;120;70;15;https://motokolesa.by
811754;"Michelin 120/70 R 15 M/C 56H PILOT ROAD 4 SCOOTER F TL";147;"В наличии";Michelin;120;70;15;https://motokolesa.by/images/products/1105_7458b7f17889d74fa088a491e6d183fa.png
495040;"Michelin 120/70 R 15 M/C 56H POWER SHIFT FRONT TL";151;"Под заказ";Michelin;120;70;15;https://motokolesa.by/images/products/1123_41297a98877b51bb6bb33487250250d5.pim_largepreview
298796;"Michelin 120/70 R 17 M/C 58H PILOT STREET RADIAL F TL/TT";140;"В наличии";Michelin;120;70;17;https://motokolesa.by/images/products/764_c84278cec4dc85410eca24febfc12535.pim_largepreview
778565;"Michelin 120/70 R 17 M/C 58H POWER SHIFT FRONT TL";172;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/1124_41297a98877b51bb6bb33487250250d5.pim_largepreview
585294;"Michelin 120/70 R 17 M/C 58V ANAKEE ADVENTURE F TL/TT";218;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/847_614964aa3dc9d5334d80b105220db690.pim_largepreview
776782;"Michelin 120/70 R 17 M/C 58V POWER CUP PERFO SOFT MI F TL";291;"Под заказ";Michelin;120;70;17;https://motokolesa.by
845413;"Michelin 120/70 R 17 M/C 58V POWER PERFO SLICK HARD NHS MI F TL";306;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/665_3d5363c04597d4d1919bf4a0b6a9d0fa.pim_largepreview
890610;"Michelin 120/70 R 17 M/C 58V POWER PERFO SLICK MEDIUM NHS MI F TL";306;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/666_3d5363c04597d4d1919bf4a0b6a9d0fa.pim_largepreview
450713;"Michelin 120/70 R 17 M/C 58V POWER PERFO SLICK SOFT  NHS MI F TL";306;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/661_3d5363c04597d4d1919bf4a0b6a9d0fa.pim_largepreview
112600;"Michelin 120/70 R 17 M/C 58V POWER PERFORMANCE CUP MEDIUM MI F TL";291;"Под заказ";Michelin;120;70;17;https://motokolesa.by
163575;"Michelin 120/70 R 17 M/C 58V SCORCHER 21 F TL";306;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/829_92a365205d1d1d73b9b5850165bda766.pim_largepreview
132247;"Michelin 120/70 R 19 M/C 60R ANAKEE WILD FRONT TL/TT";201;"Под заказ";Michelin;120;70;19;https://motokolesa.by/images/products/876_e33045b060d6c22d211f39fdf4591708.pim_largepreview
132247DOT22;"Michelin 120/70 R 19 M/C 60R ANAKEE WILD FRONT TL/TT DOT22";160;"В наличии";Michelin;120;70;19;https://motokolesa.by/images/products/1250_e33045b060d6c22d211f39fdf4591708.pim_largepreview
258411;"Michelin 120/70 R 19 M/C 60V ANAKEE 3 FRONT TL/TT";188;"Под заказ";Michelin;120;70;19;https://motokolesa.by/images/products/871_c9c6c23f5354cf535ce944ad520ed32a.pim_largepreview
993727;"Michelin 120/70 R 19 M/C 60V ANAKEE ADVENTURE F TL/TT";186;"В наличии";Michelin;120;70;19;https://motokolesa.by/images/products/851_614964aa3dc9d5334d80b105220db690.pim_largepreview
454924;"Michelin 120/70 R 19 M/C 60V ANAKEE ROAD F TL/TT";207;"В наличии";Michelin;120;70;19;https://motokolesa.by/images/products/864_88328abb4000dfcf8afebea6148a0aeb.pim_largepreview
855243;"Michelin 120/70 R 19 M/C 60V COMMANDER III TRNG F TL/TT";316;"Под заказ";Michelin;120;70;19;https://motokolesa.by/images/products/798_49e7f7f41b69b7b0fb2a4105ccbdf2e8.pim_largepreview
956700;"Michelin 120/70 R 19 M/C 60V SCORCHER ADVENTURE F TL";224;"Под заказ";Michelin;120;70;19;https://motokolesa.by/images/products/845_cfc9c7c038a5fdfab7965134ec4098cb.pim_largepreview
461948;"Michelin 120/70 ZR 17 M/C (58W) PILOT POWER 2CT F TL";147;"В наличии";Michelin;120;70;17;https://motokolesa.by/images/products/719_0b8d352a596d44ba3d67f5f2c5510dc6.pim_largepreview
948428;"Michelin 120/70 ZR 17 M/C (58W) PILOT ROAD 3 F TL";173;"Под заказ";Michelin;120;70;17;https://motokolesa.by
103565;"Michelin 120/70 ZR 17 M/C (58W) PILOT ROAD 4 F TL";143;"В наличии";Michelin;120;70;17;https://motokolesa.by/images/products/751_717499edb390ae62f78830d03f427bef.pim_largepreview
429567;"Michelin 120/70 ZR 17 M/C (58W) PILOT ROAD 4 GT F TL";161;"В наличии";Michelin;120;70;17;https://motokolesa.by/images/products/756_717499edb390ae62f78830d03f427bef.pim_largepreview
064441;"Michelin 120/70 ZR 17 M/C (58W) POWER 5 F TL";162;"В наличии";Michelin;120;70;17;https://motokolesa.by/images/products/710_f4649d54ec5d7a49c61fd333fa4fd44f.pim_largepreview
988009;"Michelin 120/70 ZR 17 M/C (58W) POWER 6 F TL";185;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/701_7d53773e155b2d3e5471e836c116ba71.pim_largepreview
451092;"Michelin 120/70 ZR 17 M/C (58W) POWER CUP 2 F TL";261;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/680_5f38b24056a100e33b31d06293fb8037.pim_largepreview
149126;"Michelin 120/70 ZR 17 M/C (58W) POWER CUP EVO F TL";257;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/685_d405c78c1eea55cf23c80c508cf6f7bc.pim_largepreview
171285;"Michelin 120/70 ZR 17 M/C (58W) POWER GP F TL";232;"Под заказ";Michelin;120;70;17;https://motokolesa.by
312191;"Michelin 120/70 ZR 17 M/C (58W) POWER GP2 F TL";232;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/689_f6775e98b996e7bbc0e45bb3d0d9de90.pim_largepreview
319748;"Michelin 120/70 ZR 17 M/C (58W) POWER SLICK 2 NHS F TL";287;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/675_2fe8f53c727b471f55bf3e9d7476753f.pim_largepreview
162459;"Michelin 120/70 ZR 17 M/C (58W) ROAD 5 F TL";155;"В наличии";Michelin;120;70;17;https://motokolesa.by/images/products/745_bfe82f1a30405ae7dcfbbcab188e6320.pim_largepreview
830256;"Michelin 120/70 ZR 17 M/C (58W) ROAD 6 F TL";165;"В наличии";Michelin;120;70;17;https://motokolesa.by/images/products/728_166d39fe8babd198f4d19681902e0899.pim_largepreview
695754;"Michelin 120/70 ZR 17 M/C (58W) ROAD 6 GT F TL";173;"В наличии";Michelin;120;70;17;https://motokolesa.by/images/products/736_166d39fe8babd198f4d19681902e0899.pim_largepreview
475979;"Michelin 120/70 ZR 17 M/C (58W) SCORCHER SPORT F TL";272;"Под заказ";Michelin;120;70;17;https://motokolesa.by/images/products/843_99d35aae7b25c5144f8db7474ce5398f.pim_largepreview
411606;"Michelin 120/70 ZR 18 M/C (59W) ROAD 6 F TL";190;"В наличии";Michelin;120;70;18;https://motokolesa.by/images/products/729_166d39fe8babd198f4d19681902e0899.pim_largepreview
718570;"Michelin 120/70 ZR 18 M/C (59W) SCORCHER 11F F TL";329;"Под заказ";Michelin;120;70;18;https://motokolesa.by/images/products/818_280f28d596405d77368f2079e5140054.pim_largepreview
716063;"Michelin 120/70 ZR 18 M/C (59W) SCORCHER 11T F TL";329;"Под заказ";Michelin;120;70;18;https://motokolesa.by/images/products/819_280f28d596405d77368f2079e5140054.pim_largepreview
749529;"Michelin 120/70 ZR 19 M/C (60W) ROAD 6 F TL";178;"В наличии";Michelin;120;70;19;https://motokolesa.by/images/products/741_166d39fe8babd198f4d19681902e0899.pim_largepreview
184399;"Michelin 120/70 ZR 19 M/C 60W ANAKEE ROAD F TL/TT";212;"Под заказ";Michelin;120;70;19;https://motokolesa.by/images/products/865_88328abb4000dfcf8afebea6148a0aeb.pim_largepreview
540829;"Michelin 120/70 ZR 19 M/C 60W COMMANDER II F TL/TT";301;"Под заказ";Michelin;120;70;19;https://motokolesa.by/images/products/813_b3adda155c6829039c8ecc6ed5801a9b.pim_largepreview
054571;"Michelin 120/70 ZR 19 M/C 60W SCORCHER 11 F TL/TT";313;"В наличии";Michelin;120;70;19;https://motokolesa.by/images/products/821_280f28d596405d77368f2079e5140054.pim_largepreview
694192;"Michelin 120/80 - 12 M/C 65S CITY GRIP 2  TL";71;"Под заказ";Michelin;120;80;12;https://motokolesa.by/images/products/1076_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
855484;"Michelin 120/80 - 14 M/C 58S CITY GRIP 2  TL";94;"В наличии";Michelin;120;80;14;https://motokolesa.by/images/products/1077_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
921132;"Michelin 120/80 - 14 M/C 58S CITY GRIP SAVER F TL/TT";98;"Под заказ";Michelin;120;80;14;https://motokolesa.by/images/products/1054_8e35bac14cc2eb07b893b402bf33d8ea.pim_largepreview
459869;"Michelin 120/80 - 14 M/C 58S POWER PURE SC F TL";92;"В наличии";Michelin;120;80;14;https://motokolesa.by/images/products/1132_c6e919e21715d1bbc47f7d478bc8ad4d.pim_largepreview
694709;"Michelin 120/80 - 16 M/C 60P CITY GRIP R TL";95;"Под заказ";Michelin;120;80;16;https://motokolesa.by/images/products/1094_7ed74d604a5ef8a4f197a10c5d6b4a6e.pim_largepreview
410017;"Michelin 120/80 - 16 M/C 60S CITY EXTRA  TL";82;"Под заказ";Michelin;120;80;16;https://motokolesa.by/images/products/971_9d60d9a6c1f822bd65d557c341d0918d.pim_largepreview
580315;"Michelin 120/80 - 16 M/C 60S CITY GRIP 2  TL";96;"Под заказ";Michelin;120;80;16;https://motokolesa.by/images/products/1078_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
559558;"Michelin 120/80 - 16 M/C POWER SUPERMOTO MEDIUM F NHS TL";341;"Под заказ";Michelin;120;80;16;https://motokolesa.by/images/products/667_3a9d3e8554a4c2960db0d5c864cfcbcc.jpg
313249;"Michelin 120/80 - 16 POWER SUPERMOTO B F TL";341;"Под заказ";Michelin;120;80;16;https://motokolesa.by/images/products/670_3a9d3e8554a4c2960db0d5c864cfcbcc.jpg
886449;"Michelin 120/80 - 16 POWER SUPERMOTO RAIN NHS F TL";354;"Под заказ";Michelin;120;80;16;https://motokolesa.by/images/products/671_90968d63c2bd45341593944fccabbdb0.pim_largepreview
538764;"Michelin 120/80 - 18 M/C 62S ANAKEE WILD R TT";168;"Под заказ";Michelin;120;80;18;https://motokolesa.by/images/products/884_e33045b060d6c22d211f39fdf4591708.pim_largepreview
120839;"Michelin 120/80 - 19 M/C 63M STARCROSS 6 MEDIUM HARD NHS R TT";138;"Под заказ";Michelin;120;80;19;https://motokolesa.by/images/products/987_d27e083d20877898823102436de558a9.pim_largepreview
506348;"Michelin 120/80 - 19 M/C 63M STARCROSS 6 MEDIUM SOFT NHS R TT";138;"Под заказ";Michelin;120;80;19;https://motokolesa.by/images/products/994_fb27f91defdbc3bc6bafd03808e53a54.pim_largepreview
986133;"Michelin 120/80 - 19 M/C 63R TRACKER R TT";105;"Под заказ";Michelin;120;80;19;https://motokolesa.by/images/products/1022_74880d1d7eb8c59985323bc352205031.pim_largepreview
057104;"Michelin 120/90 - 10 57J REGGAE TL";55;"Под заказ";Michelin;120;90;10;https://motokolesa.by
057030;"Michelin 120/90 - 10 57L BOPPER TL/TT";56;"Под заказ";Michelin;120;90;10;https://motokolesa.by/images/products/1117_ba8e5cb0b3518ac6a54607f2aa4f851e.pim_largepreview
775950;"Michelin 120/90 - 17 M/C 64T ANAKEE STREET R TL";151;"Под заказ";Michelin;120;90;17;https://motokolesa.by/images/products/911_18b7fb1380668bebc065b76311a246ed.pim_largepreview
537861;"Michelin 120/90 - 18 M/C 65M STARCROSS 6 MEDIUM HARD NHS R TT";134;"Под заказ";Michelin;120;90;18;https://motokolesa.by/images/products/988_d27e083d20877898823102436de558a9.pim_largepreview
901841;"Michelin 120/90 - 18 M/C 65M STARCROSS 6 MEDIUM SOFT NHS R TT";134;"Под заказ";Michelin;120;90;18;https://motokolesa.by/images/products/995_fb27f91defdbc3bc6bafd03808e53a54.pim_largepreview
192718;"Michelin 120/90 - 18 M/C 65R ENDURO MEDIUM 2 R TT";145;"Под заказ";Michelin;120;90;18;https://motokolesa.by/images/products/1023_34596d8dafa13f2c6a5a7a504bec52b3.pim_largepreview
658101;"Michelin 120/90 - 18 M/C 65R ENDURO MEDIUM R TT";141;"В наличии";Michelin;120;90;18;https://motokolesa.by/images/products/1029_3811133558ab6024cecd580f264bf50d.jpg
885099;"Michelin 120/90 - 18 M/C 65R TRACKER R TT";103;"В наличии";Michelin;120;90;18;https://motokolesa.by/images/products/1018_74880d1d7eb8c59985323bc352205031.pim_largepreview
938253;"Michelin 120/90 B 17 M/C 64S COMMANDER II F TL/TT";204;"Под заказ";Michelin;120;90;17;https://motokolesa.by/images/products/810_b3adda155c6829039c8ecc6ed5801a9b.pim_largepreview
149239;"Michelin 120/90 B 18 M/C 65V ROAD CLASSIC R TL";196;"Под заказ";Michelin;120;90;18;https://motokolesa.by/images/products/897_15a3f5002a255140a65c9fe58f036acb.pim_largepreview
146100;"Michelin 130/60 - 13 M/C 53P POWER PURE SC F/R TL";74;"Под заказ";Michelin;130;60;13;https://motokolesa.by/images/products/1142_c6e919e21715d1bbc47f7d478bc8ad4d.pim_largepreview
382282;"Michelin 130/60 - 13 M/C 60P REINF POWER PURE SC F/R TL";78;"Под заказ";Michelin;130;60;13;https://motokolesa.by/images/products/1143_c6e919e21715d1bbc47f7d478bc8ad4d.pim_largepreview
691809;"Michelin 130/60 - 13 M/C 60S REINF CITY GRIP 2  TL";79;"В наличии";Michelin;130;60;13;https://motokolesa.by/images/products/1079_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
738383;"Michelin 130/60 - 13 M/C 60S REINF CITY GRIP SAVER  TL/TT";88;"Под заказ";Michelin;130;60;13;https://motokolesa.by/images/products/1044_8e35bac14cc2eb07b893b402bf33d8ea.pim_largepreview
281282;"Michelin 130/60 B 19 M/C 61H COMMANDER III TRNG F TL/TT";283;"В наличии";Michelin;130;60;19;https://motokolesa.by/images/products/789_49e7f7f41b69b7b0fb2a4105ccbdf2e8.pim_largepreview
605796;"Michelin 130/60 B 19 M/C 61H SCORCHER 31 F TL/TT";329;"В наличии";Michelin;130;60;19;https://motokolesa.by/images/products/836_b99ef776821b93cf44aa72084875e3aa.pim_largepreview
471253;"Michelin 130/60 B 21 M/C 63H SCORCHER 11 F TL";301;"Под заказ";Michelin;130;60;21;https://motokolesa.by/images/products/822_280f28d596405d77368f2079e5140054.pim_largepreview
434962;"Michelin 130/70 - 10 52J S1 TL/TT";60;"Под заказ";Michelin;130;70;10;https://motokolesa.by/images/products/1116_1e9f75d75912a4bf0ad017221a79fefa.pim_largepreview
057024;"Michelin 130/70 - 12 56L BOPPER TL/TT";63;"Под заказ";Michelin;130;70;12;https://motokolesa.by/images/products/1120_ba8e5cb0b3518ac6a54607f2aa4f851e.pim_largepreview
305000;"Michelin 130/70 - 12 62P REINF POWER PURE SC R TL";76;"Под заказ";Michelin;130;70;12;https://motokolesa.by/images/products/1134_c6e919e21715d1bbc47f7d478bc8ad4d.pim_largepreview
876662;"Michelin 130/70 - 12 M/C 62P REINF CITY EXTRA  TL";79;"Под заказ";Michelin;130;70;12;https://motokolesa.by/images/products/972_9d60d9a6c1f822bd65d557c341d0918d.pim_largepreview
568730;"Michelin 130/70 - 12 M/C 62P REINF CITY GRIP SAVER R TL/TT";81;"Под заказ";Michelin;130;70;12;https://motokolesa.by/images/products/1056_8e35bac14cc2eb07b893b402bf33d8ea.pim_largepreview
095189;"Michelin 130/70 - 12 M/C 62S REINF CITY GRIP 2  TL";78;"В наличии";Michelin;130;70;12;https://motokolesa.by/images/products/1080_12564ec9512cd7420fffbe157b98b22c.pim_largepreview
